Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
ERR9875475_2 - illumina_universal_adapter	(1, 0.0016013194872575001)	(2, 0.0016013194872575001)	(3, 0.0016013194872575001)	(4, 0.0016013194872575001)	(5, 0.0016013194872575001)	(6, 0.0017614514359832502)	(7, 0.0017614514359832502)	(8, 0.0017614514359832502)	(9, 0.0018415174103461251)	(12, 0.002353939646268525)	(17, 0.0024820452052491254)	(22, 0.002546097984739425)	(27, 0.0051082091643514255)	(32, 0.006805607820844375)	(37, 0.006917700184952401)	(42, 0.007189924497786176)	(47, 0.007590254369600551)	(52, 0.007862478682434327)	(57, 0.008198755774758402)	(62, 0.00874320440042595)	(67, 0.009335692610711228)	(72, 0.010248444718448001)	(77, 0.01072884056462525)	(82, 0.011561526697999152)	(87, 0.012602384364716526)	(92, 0.014315796216082052)	(97, 0.015308614298181703)	(102, 0.017214184488018126)	(107, 0.02089721930871038)	(112, 0.024292016621696277)	(117, 0.028295315339840026)	(122, 0.038223496160836534)	(127, 0.06006549396702883)	(132, 1.6793357726766858)	(137, 4.255266339463718)	(140, 4.680736927228036)																				
ERR9875477_1 - illumina_universal_adapter	(1, 0.0034058434769384796)	(2, 0.003960283112719162)	(3, 0.003960283112719162)	(4, 0.003960283112719162)	(5, 0.004039488774973545)	(6, 0.004039488774973545)	(7, 0.004118694437227928)	(8, 0.004197900099482312)	(9, 0.004197900099482312)	(12, 0.004704816337910365)	(17, 0.005655284284962964)	(22, 0.006827528086327836)	(27, 0.01186500820570661)	(32, 0.01489066450382405)	(37, 0.01489066450382405)	(42, 0.015033234695881938)	(47, 0.015239169417743337)	(52, 0.015508468669408238)	(57, 0.015904496980680156)	(62, 0.016332207556853825)	(67, 0.016997535119790644)	(72, 0.017631180417825708)	(77, 0.019025200073502856)	(82, 0.02130632314642909)	(87, 0.023603287351806206)	(92, 0.025757681365125427)	(97, 0.027927916510895528)	(102, 0.030367450908330533)	(107, 0.03377329438526901)	(112, 0.03793951221984957)	(117, 0.04324629159089326)	(122, 0.04994709061761408)	(127, 0.06277840790282416)	(132, 3.24429560820444)	(137, 6.301507442164025)	(140, 6.584129086220115)																				
ERR9875477_2 - illumina_universal_adapter	(1, 0.005227573708789294)	(2, 0.005782013344569977)	(3, 0.005782013344569977)	(4, 0.005782013344569977)	(5, 0.00586121900682436)	(6, 0.00586121900682436)	(7, 0.0059404246690787435)	(8, 0.0060196303313331265)	(9, 0.0060196303313331265)	(12, 0.006795845821426083)	(17, 0.007983930755241831)	(22, 0.009393791543369851)	(27, 0.014874823371373172)	(32, 0.018185620053606393)	(37, 0.018454919305271298)	(42, 0.01891431214634672)	(47, 0.019310340457618633)	(52, 0.019785574431144936)	(57, 0.02046674312653263)	(62, 0.02154394013319224)	(67, 0.02453791416640793)	(72, 0.029100160312260405)	(77, 0.030652591292446314)	(82, 0.03377329438526902)	(87, 0.036371240107212786)	(92, 0.038573157517884635)	(97, 0.04091764512061438)	(102, 0.04370568443196867)	(107, 0.04712736904135802)	(112, 0.051277745743487715)	(117, 0.05652116058472788)	(122, 0.0634278943333101)	(127, 0.0767186044595956)	(132, 3.315818321220147)	(137, 6.429456268969756)	(140, 6.715927308211409)																				
ERR9875478_1 - illumina_universal_adapter	(1, 0.0036994428278180054)	(2, 0.0036994428278180054)	(3, 0.0036994428278180054)	(4, 0.0036994428278180054)	(5, 0.0037896731406916154)	(6, 0.0037896731406916154)	(7, 0.0037896731406916154)	(8, 0.0037896731406916154)	(9, 0.003970133766438835)	(12, 0.004258870767634387)	(17, 0.004331055017933275)	(22, 0.004529561706255217)	(27, 0.007597392343957952)	(32, 0.009383952538855428)	(37, 0.00940199860143015)	(42, 0.009835104103223477)	(47, 0.010809591482258464)	(52, 0.011459249734948456)	(57, 0.01187430917416706)	(62, 0.012361552863684554)	(67, 0.012975118991225101)	(72, 0.013336040242719543)	(77, 0.014184205183731475)	(82, 0.014996277999593965)	(87, 0.016205364192100336)	(92, 0.01813629288759559)	(97, 0.01934537908010196)	(102, 0.021204123525298324)	(107, 0.0253727639800591)	(112, 0.029649680810268208)	(117, 0.03482890076921342)	(122, 0.0485258622634274)	(127, 0.07261735580068122)	(132, 4.070145045227944)	(137, 8.558002300872978)	(140, 9.423383185581196)																				
ERR9875478_2 - illumina_universal_adapter	(1, 0.005774740023911033)	(2, 0.005774740023911033)	(3, 0.005774740023911033)	(4, 0.005774740023911033)	(5, 0.0058649703367846424)	(6, 0.0059552006496582524)	(7, 0.0059552006496582524)	(8, 0.0059552006496582524)	(9, 0.0061356612754054725)	(12, 0.006622904964922965)	(17, 0.006785319528095464)	(22, 0.007056010466716294)	(27, 0.010683269044235411)	(32, 0.013426270555593154)	(37, 0.013462362680742596)	(42, 0.013787191807087592)	(47, 0.014166159121156752)	(52, 0.014761679186122579)	(57, 0.015285015000789515)	(62, 0.01595271931605423)	(67, 0.016782838194491438)	(72, 0.017847555886400038)	(77, 0.01891227357830863)	(82, 0.020247682208838057)	(87, 0.021583090839367484)	(92, 0.023514019534862738)	(97, 0.024759197852518552)	(102, 0.02663598836028964)	(107, 0.031147504003970133)	(112, 0.03565901964765063)	(117, 0.04089237779432)	(122, 0.05480589203943065)	(127, 0.07905980013985699)	(132, 4.166023775687442)	(137, 8.754090816809908)	(140, 9.638853172723376)																				
ERR9875480_1 - illumina_universal_adapter	(1, 0.0010145242987792506)	(2, 0.0010145242987792506)	(3, 0.0011067537804864552)	(4, 0.0011067537804864552)	(5, 0.0011067537804864552)	(6, 0.0011067537804864552)	(7, 0.0011067537804864552)	(8, 0.0011067537804864552)	(9, 0.0011989832621936598)	(12, 0.0015679011890224782)	(17, 0.0015679011890224782)	(22, 0.0016601306707296828)	(27, 0.005072621493896253)	(32, 0.0075259257073078956)	(37, 0.007599709292673659)	(42, 0.0077288305670637466)	(47, 0.007913289530478155)	(52, 0.008116194390234005)	(57, 0.008522004109745705)	(62, 0.009315177652427665)	(67, 0.009794770957305129)	(72, 0.010255918365841152)	(77, 0.010901524737791584)	(82, 0.01206361620730236)	(87, 0.014682933487786973)	(92, 0.016970224634125647)	(97, 0.018925489646318384)	(102, 0.0212312266889985)	(107, 0.025971822048748816)	(112, 0.029292083390208185)	(117, 0.03333173468898375)	(122, 0.041226578323120454)	(127, 0.057458967103588464)	(132, 4.019434596385342)	(137, 6.797607936162441)	(140, 7.188458033741234)																				
ERR9875480_2 - illumina_universal_adapter	(1, 0.0015679011890224782)	(2, 0.0015679011890224782)	(3, 0.0015679011890224782)	(4, 0.0015679011890224782)	(5, 0.0015679011890224782)	(6, 0.0015679011890224782)	(7, 0.0015679011890224782)	(8, 0.0015679011890224782)	(9, 0.0016601306707296828)	(12, 0.002121278079265706)	(17, 0.002121278079265706)	(22, 0.002121278079265706)	(27, 0.005625998384139481)	(32, 0.008116194390234005)	(37, 0.008226869768282652)	(42, 0.008558895902428587)	(47, 0.00902004331096461)	(52, 0.00922294817072046)	(57, 0.009647203786573601)	(62, 0.010514160914621326)	(67, 0.010993754219498789)	(72, 0.011491793420717693)	(77, 0.012266521067058212)	(82, 0.013908205841446456)	(87, 0.016619752603638273)	(92, 0.019146840402415675)	(97, 0.021231226688998496)	(102, 0.023500071938995733)	(107, 0.028111546024355966)	(112, 0.03141336146947389)	(117, 0.03548990456093233)	(122, 0.04369832843287354)	(127, 0.06059476948163343)	(132, 4.098696612964514)	(137, 6.927946639711062)	(140, 7.326617797338626)																				
ERR9875482_1 - illumina_universal_adapter	(1, 0.0010325589670597804)	(2, 0.0010325589670597804)	(3, 0.0010325589670597804)	(4, 0.0010325589670597804)	(5, 0.0010325589670597804)	(6, 0.0010325589670597804)	(7, 0.0011119865799105327)	(8, 0.0011119865799105327)	(9, 0.001191414192761285)	(12, 0.0015091246441642943)	(17, 0.0016679798698657992)	(22, 0.0018268350955673036)	(27, 0.003828410939406263)	(32, 0.005226336925579504)	(37, 0.005401077673851159)	(42, 0.005480505286701911)	(47, 0.006052384099227329)	(52, 0.006274781415209435)	(57, 0.006576606344042293)	(62, 0.008006303375355836)	(67, 0.008927663684424563)	(72, 0.00984902399349329)	(77, 0.01088158296055307)	(82, 0.012501906262708418)	(87, 0.014821192557950386)	(92, 0.016902196014640096)	(97, 0.01971393350955673)	(102, 0.021906135624237495)	(107, 0.02481318625457503)	(112, 0.0286733682391216)	(117, 0.034249186661244414)	(122, 0.04117527450183001)	(127, 0.05223159821065474)	(132, 2.739220084383896)	(137, 6.2071090890605936)	(140, 7.3758864121594145)																				
ERR9875482_2 - illumina_universal_adapter	(1, 0.0033359597397315983)	(2, 0.0034153873525823507)	(3, 0.0034153873525823507)	(4, 0.003494814965433103)	(5, 0.003494814965433103)	(6, 0.003494814965433103)	(7, 0.0035742425782838553)	(8, 0.0035742425782838553)	(9, 0.0036536701911346076)	(12, 0.004273205571370476)	(17, 0.004447946319642131)	(22, 0.004447946319642131)	(27, 0.006544835298901992)	(32, 0.008069845465636436)	(37, 0.008260471736478243)	(42, 0.008371670394469297)	(47, 0.00880057950386336)	(52, 0.009134175477836518)	(57, 0.009436000406669379)	(62, 0.011008667141114275)	(67, 0.012200081333875559)	(72, 0.013629778365189102)	(77, 0.014614680764538429)	(82, 0.01672745526636844)	(87, 0.019173825742171614)	(92, 0.021270714721431477)	(97, 0.02409833773891826)	(102, 0.02646528060187068)	(107, 0.029642385115900772)	(112, 0.0338361630744205)	(117, 0.03963437881252542)	(122, 0.046719321878812524)	(127, 0.05745793513623424)	(132, 2.785796436559577)	(137, 6.3134150061000405)	(140, 7.500746619560797)																				
ERR9875485_1 - illumina_universal_adapter	(1, 0.0014123650995168141)	(2, 0.0014123650995168141)	(3, 0.0014123650995168141)	(4, 0.0014123650995168141)	(5, 0.0014123650995168141)	(6, 0.0014123650995168141)	(7, 0.0014123650995168141)	(8, 0.0014123650995168141)	(9, 0.0016477592827696165)	(12, 0.002149933540375595)	(17, 0.0022597841592269024)	(22, 0.002432406560278958)	(27, 0.004692190719505861)	(32, 0.00623009938342417)	(37, 0.006434107675576599)	(42, 0.0066695018588294)	(47, 0.0071245972797848185)	(52, 0.007391377354137994)	(57, 0.007846472775093413)	(62, 0.008976364854706863)	(67, 0.009713933295565646)	(72, 0.010545659409725548)	(77, 0.01180109505374049)	(82, 0.013966721539666275)	(87, 0.017293625996305885)	(92, 0.020071277358688945)	(97, 0.023790505454083226)	(102, 0.027211567584023953)	(107, 0.031385891100373646)	(112, 0.03615654654763044)	(117, 0.040597650138333316)	(122, 0.04723576610606234)	(127, 0.06248930918084393)	(132, 5.9410980981719295)	(137, 9.316933159037017)	(140, 9.615930850604729)																				
ERR9875485_2 - illumina_universal_adapter	(1, 0.005178672031561652)	(2, 0.005178672031561652)	(3, 0.005178672031561652)	(4, 0.005178672031561652)	(5, 0.005178672031561652)	(6, 0.005178672031561652)	(7, 0.005178672031561652)	(8, 0.005178672031561652)	(9, 0.005414066214814455)	(12, 0.0063870288389260375)	(17, 0.0069676678242829495)	(22, 0.007187369061985566)	(27, 0.009525617948963403)	(32, 0.011094912503982085)	(37, 0.011298920796134513)	(42, 0.011534314979387316)	(47, 0.012067875128093666)	(52, 0.012334655202446842)	(57, 0.012852522405603011)	(62, 0.013919642703015715)	(67, 0.01492399121822767)	(72, 0.01665021522874822)	(77, 0.018109659164915592)	(82, 0.023398181815328552)	(87, 0.027446961767276755)	(92, 0.03038154258516169)	(97, 0.034179235408306904)	(102, 0.037835691721500433)	(107, 0.04235526003995423)	(112, 0.047549625017066076)	(117, 0.05180241326116671)	(122, 0.05864453752104816)	(127, 0.07440025485343574)	(132, 6.024819962682175)	(137, 9.435697370960833)	(140, 9.735981884063657)																				
ERR9875486_1 - illumina_universal_adapter	(1, 0.0008390122029663743)	(2, 0.0008390122029663743)	(3, 0.0008390122029663743)	(4, 0.0008390122029663743)	(5, 0.0008390122029663743)	(6, 0.0008390122029663743)	(7, 0.0008390122029663743)	(8, 0.0008390122029663743)	(9, 0.0009322357810737492)	(12, 0.0013051300935032488)	(17, 0.0014169983872320986)	(22, 0.0016780244059327488)	(27, 0.004045903289860072)	(32, 0.005835795989521669)	(37, 0.006040887861357895)	(42, 0.006245979733194119)	(47, 0.006674808192488044)	(52, 0.007215504945510818)	(57, 0.0076629781204262185)	(62, 0.008371477314042268)	(67, 0.008930818782686516)	(72, 0.010068146435596491)	(77, 0.011690236694664815)	(82, 0.013293682238111662)	(87, 0.01609038958133291)	(92, 0.01829046602466696)	(97, 0.020788857917944607)	(102, 0.024088972582945678)	(107, 0.0275755344041615)	(112, 0.030670557197326347)	(117, 0.03609616944317558)	(122, 0.04508292237272651)	(127, 0.06238521846945529)	(132, 3.9999067764218927)	(137, 6.245867864900391)	(140, 6.76374348600248)																				
ERR9875486_2 - illumina_universal_adapter	(1, 0.0023305894526843727)	(2, 0.0023305894526843727)	(3, 0.0023305894526843727)	(4, 0.0023305894526843727)	(5, 0.0023305894526843727)	(6, 0.0023305894526843727)	(7, 0.0023305894526843727)	(8, 0.0023305894526843727)	(9, 0.0026102601870064976)	(12, 0.003225535802515172)	(17, 0.003505206536837297)	(22, 0.0037289431242949972)	(27, 0.0058730854207646194)	(32, 0.007420596817347043)	(37, 0.007625688689183269)	(42, 0.008147740726584567)	(47, 0.008949463498307992)	(52, 0.009564739113816667)	(57, 0.010086791151217966)	(62, 0.010851224491698442)	(67, 0.011541078969693013)	(72, 0.01267840662260299)	(77, 0.014393720459778686)	(82, 0.016724309912463063)	(87, 0.019837977421249382)	(92, 0.02211263272706933)	(97, 0.024573735189104027)	(102, 0.02806029701031985)	(107, 0.031677371840885996)	(112, 0.03499613122150854)	(117, 0.040608190623572515)	(122, 0.049818680140581155)	(127, 0.0677548965684401)	(132, 4.093894787869748)	(137, 6.388294847532838)	(140, 6.915697918317501)																				
ERR9875487_1 - illumina_universal_adapter	(1, 0.0008285080411308214)	(2, 0.0008285080411308214)	(3, 0.0008285080411308214)	(4, 0.0008285080411308214)	(5, 0.0008285080411308214)	(6, 0.0009205644901453572)	(7, 0.0009205644901453572)	(8, 0.0009205644901453572)	(9, 0.0010126209391598927)	(12, 0.001307201576006407)	(17, 0.00141766931482385)	(22, 0.0016754273720645501)	(27, 0.004694878899741321)	(32, 0.006664886908652386)	(37, 0.006720120778061107)	(42, 0.006941056255695993)	(47, 0.007327693341557043)	(52, 0.0074749836599803)	(57, 0.007714330427418092)	(62, 0.008358725570519842)	(67, 0.009058354583030313)	(72, 0.00940816908928555)	(77, 0.009886862624161137)	(82, 0.011286120649182078)	(87, 0.012906314151837909)	(92, 0.014010991540012336)	(97, 0.015557539883456534)	(102, 0.01756437047197341)	(107, 0.020896813926299607)	(112, 0.02562851540564674)	(117, 0.032956208747203786)	(122, 0.041572692374964325)	(127, 0.05856631286304763)	(132, 5.023465188853804)	(137, 7.819422069613085)	(140, 8.233160574064016)																				
ERR9875487_2 - illumina_universal_adapter	(1, 0.002577580572407)	(2, 0.002577580572407)	(3, 0.002577580572407)	(4, 0.002577580572407)	(5, 0.002577580572407)	(6, 0.002669637021421536)	(7, 0.0027616934704360716)	(8, 0.0027616934704360716)	(9, 0.002945806368465143)	(12, 0.0032956208747203786)	(17, 0.003461322482946543)	(22, 0.0037927256993988715)	(27, 0.0072172256027396)	(32, 0.009426580379088457)	(37, 0.00948181424849718)	(42, 0.00948181424849718)	(47, 0.009647515856723344)	(52, 0.0097948061751466)	(57, 0.01010779810179602)	(62, 0.01077060453470068)	(67, 0.011543878706422778)	(72, 0.011912104502480921)	(77, 0.012556499645582673)	(82, 0.014876322160748972)	(87, 0.016846330169660036)	(92, 0.01809829787625772)	(97, 0.020141951044380414)	(102, 0.02229607195132055)	(107, 0.02583103959347872)	(112, 0.03082049913006656)	(117, 0.03787202312457999)	(122, 0.04705925673623066)	(127, 0.06462362720820407)	(132, 5.164274733266439)	(137, 8.030728442681053)	(140, 8.453175487208757)																				
ERR9875489_1 - illumina_universal_adapter	(1, 0.002049463420114193)	(2, 0.002049463420114193)	(3, 0.002049463420114193)	(4, 0.002049463420114193)	(5, 0.002049463420114193)	(6, 0.002049463420114193)	(7, 0.002049463420114193)	(8, 0.002049463420114193)	(9, 0.002125369472711015)	(12, 0.002353087630501481)	(17, 0.002398631262059574)	(22, 0.002595986998811311)	(27, 0.004114108050747751)	(32, 0.005131249155545165)	(37, 0.005404510944893724)	(42, 0.005556323050087368)	(47, 0.006042121786707029)	(52, 0.006345745997094317)	(57, 0.006512739312807325)	(62, 0.0069378132073495274)	(67, 0.0073021622598142735)	(72, 0.0077575985753952055)	(77, 0.008805102101231348)	(82, 0.009746337153431938)	(87, 0.011036740047577914)	(92, 0.012782579257304819)	(97, 0.015166029308845027)	(102, 0.01767092904454015)	(107, 0.02076789599049049)	(112, 0.025762514251361373)	(117, 0.031364380933006836)	(122, 0.03998730850800582)	(127, 0.05488007602750228)	(132, 7.215932984064284)	(137, 12.858500491112158)	(140, 14.53449095123947)																				
ERR9875489_2 - illumina_universal_adapter	(1, 0.004554363155809318)	(2, 0.00463026920840614)	(3, 0.00463026920840614)	(4, 0.00463026920840614)	(5, 0.00463026920840614)	(6, 0.004706175261002962)	(7, 0.004782081313599784)	(8, 0.004782081313599784)	(9, 0.004933893418793428)	(12, 0.005267880050219444)	(17, 0.0054348733659324525)	(22, 0.005677772734242283)	(27, 0.007514699207085375)	(32, 0.008698833627595798)	(37, 0.009093545101099271)	(42, 0.009518618995641475)	(47, 0.010353585574206516)	(52, 0.010687572205632531)	(57, 0.010915290363423)	(62, 0.011340364257965202)	(67, 0.011810981784065498)	(72, 0.012539679888994987)	(77, 0.013799720362102233)	(82, 0.01594027104533261)	(87, 0.01747357330778842)	(92, 0.019189050096476593)	(97, 0.021693949832171718)	(102, 0.024274755620463665)	(107, 0.02764498435576256)	(112, 0.032852139563904544)	(117, 0.03889426135061157)	(122, 0.048033350083268936)	(127, 0.06356372844457872)	(132, 7.401037483926894)	(137, 13.176926381755829)	(140, 14.894968795021777)																				
ERR9875491_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0001014177182838905)	(5, 0.0001014177182838905)	(6, 0.000202835436567781)	(7, 0.000202835436567781)	(8, 0.000202835436567781)	(9, 0.000202835436567781)	(12, 0.00026368606753811535)	(17, 0.0004462379604491183)	(22, 0.0007302075716440116)	(27, 0.002961397373889603)	(32, 0.004523230235461516)	(37, 0.004685498584715742)	(42, 0.004786916302999632)	(47, 0.0050708859141945254)	(52, 0.00513173654516486)	(57, 0.005375139069046197)	(62, 0.005780809942181759)	(67, 0.00651101751382577)	(72, 0.007099240279872336)	(77, 0.007890298482486681)	(82, 0.008823341490698473)	(87, 0.010182338915702607)	(92, 0.012230976825037196)	(97, 0.01569946279034625)	(102, 0.018640576620579073)	(107, 0.02166282462543901)	(112, 0.025597832094853962)	(117, 0.03129750786240861)	(122, 0.039147239257581734)	(127, 0.05415706156359753)	(132, 6.346152870983478)	(137, 10.435538391170166)	(140, 10.776646744846206)																				
ERR9875491_2 - illumina_universal_adapter	(1, 0.0023326075205294815)	(2, 0.0023326075205294815)	(3, 0.0023326075205294815)	(4, 0.0025354429570972627)	(5, 0.0026368606753811533)	(6, 0.0027382783936650435)	(7, 0.0027382783936650435)	(8, 0.0027382783936650435)	(9, 0.0027382783936650435)	(12, 0.002859979655605712)	(17, 0.003184516354114162)	(22, 0.0034684859653090552)	(27, 0.00598364537874954)	(32, 0.007667179502262122)	(37, 0.007707746589575679)	(42, 0.007870014938829903)	(47, 0.008661073141444249)	(52, 0.008884192121668808)	(57, 0.009127594645550146)	(62, 0.009796951586223823)	(67, 0.01079084522540595)	(72, 0.01219040973772364)	(77, 0.013204586920562544)	(82, 0.015780596964973366)	(87, 0.01756554880676984)	(92, 0.019999574045583206)	(97, 0.023346358748951593)	(102, 0.026551158646722535)	(107, 0.030161629417629038)	(112, 0.03466457610943378)	(117, 0.040769922750123984)	(122, 0.048903623756492)	(127, 0.06513045868191449)	(132, 6.497630375012297)	(137, 10.675553563260824)	(140, 11.024105977458898)																				
