Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
ERR4223609_1	(1, 31.737466667146492)	(2, 33.45822282360308)	(3, 29.653883524843547)	(4, 31.635118162941424)	(5, 30.891405971663925)	(6, 35.756903184479576)	(7, 36.673231874305)	(8, 37.1570629662551)	(9, 37.54456795943558)	(12, 37.90823559894774)	(17, 37.79033932035166)	(22, 37.92619737367703)	(27, 37.816802277250176)	(32, 37.75868021692895)	(37, 37.91443074143782)	(42, 37.7676064042263)	(47, 37.827210764397456)	(52, 37.616691797508985)	(57, 37.616686759344894)	(62, 37.15813177678054)	(67, 37.22542113653784)	(72, 37.27089488590358)	(77, 37.44230978231533)	(82, 36.748977432623555)	(87, 36.29478945872124)	(92, 36.51954447799222)	(97, 36.41687677010497)	(102, 35.968964189449366)	(107, 36.93574433476441)	(112, 37.06302815254121)	(117, 37.03055754483067)	(122, 36.95689490749571)	(127, 36.68464727453316)	(132, 36.40252340047287)	(137, 35.90173708700549)	(142, 35.86368311387331)	(147, 35.50476034533016)	(152, 35.109027670316934)	(157, 35.29658556422039)	(162, 34.67860291709702)	(167, 34.61214917284142)	(172, 34.41898668125335)	(177, 34.53338323514912)	(182, 34.35834553888563)	(187, 34.32620816974294)	(192, 33.99810816938307)	(197, 33.768640307471955)	(202, 33.30628690905034)	(207, 32.7072711503928)	(212, 33.071694874387774)	(217, 31.711412161408383)	(222, 32.107773887195506)	(227, 32.10525264593582)	(232, 30.972167382205924)	(237, 30.034015524742784)	(242, 28.83768582728454)	(247, 28.848321751553733)	(250, 25.075885547306562)
ERR4223609_2	(1, 31.919518927302892)	(2, 33.35103408318009)	(3, 32.54910590580792)	(4, 33.35701150500758)	(5, 32.93065326994843)	(6, 37.589119724772296)	(7, 37.37999992802623)	(8, 37.10269757700294)	(9, 36.788611230067765)	(12, 37.1792082165259)	(17, 36.40657804296114)	(22, 36.86308213287078)	(27, 37.06955437438597)	(32, 36.852606710114834)	(37, 37.44213236696548)	(42, 36.61114297949827)	(47, 36.828993914617506)	(52, 36.53170480676842)	(57, 36.127372345517294)	(62, 36.03041179794083)	(67, 35.890530770587205)	(72, 35.98216166029099)	(77, 36.528575746997795)	(82, 35.75345096246927)	(87, 35.46387744305975)	(92, 35.57331284479936)	(97, 35.41797185105747)	(102, 34.76439205553496)	(107, 35.98714260523465)	(112, 36.36457378931117)	(117, 36.14411884309358)	(122, 36.070026882204125)	(127, 35.72354621975752)	(132, 35.46978001216357)	(137, 34.699690872646)	(142, 34.56122448979592)	(147, 34.01773145865646)	(152, 33.533728349389484)	(157, 33.815950467649586)	(162, 32.96647065809219)	(167, 32.75844198374112)	(172, 32.38578985817568)	(177, 32.679237006034995)	(182, 32.259949114542664)	(187, 32.53750877180356)	(192, 31.709998236642566)	(197, 31.13201357425354)	(202, 30.823718956812137)	(207, 30.119486179236286)	(212, 30.64103656627525)	(217, 28.44589263672318)	(222, 28.788299223762863)	(227, 28.85481198651211)	(232, 27.52661086300152)	(237, 26.25893572382224)	(242, 24.778474084043776)	(247, 24.729112671342566)	(250, 21.134342645539967)
ERR4223610_1	(1, 31.776805577853718)	(2, 33.50809614458384)	(3, 30.192328157611065)	(4, 31.80245177862893)	(5, 30.825717300061925)	(6, 35.86291140111465)	(7, 36.828889245659504)	(8, 37.58391550652508)	(9, 37.77196165225568)	(12, 38.31834912043301)	(17, 38.28452007981469)	(22, 36.39889314465265)	(27, 38.088019999541295)	(32, 38.071669457122546)	(37, 38.211277264282934)	(42, 37.96144721451343)	(47, 38.19600146785624)	(52, 37.86124079722943)	(57, 37.92287011765785)	(62, 37.6123199009197)	(67, 37.50668241554092)	(72, 37.53938717001904)	(77, 37.639101396756956)	(82, 36.998745900323385)	(87, 36.60394165271439)	(92, 36.855212036421186)	(97, 36.65622715075342)	(102, 36.419727987890184)	(107, 37.12162060503199)	(112, 37.21541799500011)	(117, 37.19560377055572)	(122, 37.10842044907227)	(127, 36.89076443200844)	(132, 36.449058966537464)	(137, 36.09527717254191)	(142, 35.94930116281736)	(147, 35.569057131717166)	(152, 35.44255315245063)	(157, 35.192749707575516)	(162, 35.01153276301003)	(167, 34.87868214031788)	(172, 34.64715579917892)	(177, 34.42139492213481)	(182, 33.92673562532969)	(187, 34.140364211830004)	(192, 33.757457856471184)	(197, 33.49863535240018)	(202, 33.18285773262081)	(207, 32.585365473268965)	(212, 32.95015206073255)	(217, 31.87508314029494)	(222, 31.926417742712324)	(227, 31.84486181509599)	(232, 30.619616063851748)	(237, 29.916591362583425)	(242, 28.73237265200339)	(247, 28.63817206027385)	(250, 25.62100869246118)
ERR4223610_2	(1, 33.36200087153964)	(2, 34.33365060434394)	(3, 32.72023577440884)	(4, 33.34125134744616)	(5, 33.13690970390587)	(6, 37.590355725786104)	(7, 37.64709295658356)	(8, 36.88374349212174)	(9, 36.52406366826449)	(12, 37.31459645420976)	(17, 36.85692851081397)	(22, 37.20368340175684)	(27, 37.43432719433041)	(32, 37.09352858879383)	(37, 37.59563358638563)	(42, 36.66608151189193)	(47, 37.056085410885075)	(52, 36.68320359624779)	(57, 36.11010664893007)	(62, 36.37982385725098)	(67, 35.9897511524965)	(72, 36.09030480952272)	(77, 36.64858283066902)	(82, 35.96918281690787)	(87, 35.67121533909773)	(92, 35.8208843833857)	(97, 35.6514336827137)	(102, 35.20169720877961)	(107, 36.15925047590652)	(112, 36.454217105112264)	(117, 36.31411435517534)	(122, 36.19409233733171)	(127, 35.84508153482718)	(132, 35.302954978096835)	(137, 34.75679915598266)	(142, 34.57077177128965)	(147, 34.14658517006491)	(152, 33.70323203596248)	(157, 33.52928143849912)	(162, 33.11988715855141)	(167, 33.17986926905346)	(172, 32.66447145707667)	(177, 32.4892085043921)	(182, 31.863476984472832)	(187, 31.936655122588935)	(192, 31.261260521547673)	(197, 30.66195500103209)	(202, 30.372781816930804)	(207, 29.6749432352469)	(212, 30.27936285865003)	(217, 28.549964909061714)	(222, 28.474138207839268)	(227, 28.533362078851404)	(232, 27.032568060365588)	(237, 26.028605307217724)	(242, 24.63414646453063)	(247, 24.056158803697162)	(250, 20.81474622141694)
ERR4223611_1	(1, 31.767463038983045)	(2, 33.47617807007044)	(3, 29.64724438279385)	(4, 31.649234726808853)	(5, 30.887097266328215)	(6, 35.77262197311627)	(7, 36.72267091023032)	(8, 37.139462560173875)	(9, 37.51169209753625)	(12, 37.9607592411344)	(17, 37.85240050040253)	(22, 38.071892727968326)	(27, 37.92876586935551)	(32, 37.7487495804552)	(37, 38.00338734019157)	(42, 37.626803925296386)	(47, 37.905643611066125)	(52, 37.71496583790432)	(57, 37.54436941535992)	(62, 37.333868942418505)	(67, 37.33033983715794)	(72, 37.215174964852125)	(77, 37.44390445409887)	(82, 36.76628009867225)	(87, 36.45606432942071)	(92, 36.65468423239143)	(97, 36.45592209493096)	(102, 36.21768824359182)	(107, 36.89768270442687)	(112, 37.08626263622004)	(117, 37.072458379982024)	(122, 36.932116125307175)	(127, 36.673806556399725)	(132, 36.28751833674837)	(137, 35.970829255240496)	(142, 35.73976205061764)	(147, 35.277217837049974)	(152, 35.10870845919677)	(157, 35.09405220428253)	(162, 34.82476288383948)	(167, 34.79835233313853)	(172, 34.56140751120155)	(177, 34.364314164536665)	(182, 33.88421690055556)	(187, 34.00138338297458)	(192, 33.633213396329595)	(197, 33.4022691799454)	(202, 33.085800256773155)	(207, 32.52097254592695)	(212, 32.90183191450909)	(217, 31.837486533492)	(222, 31.86866639909683)	(227, 31.791989804181128)	(232, 30.62466759142556)	(237, 29.867929877927132)	(242, 28.69210176103197)	(247, 28.630437241965275)	(250, 25.536563182860508)
ERR4223611_2	(1, 33.18810393914429)	(2, 34.272226486127444)	(3, 32.59385950706126)	(4, 33.23056539383228)	(5, 32.889237824985855)	(6, 37.422502153467725)	(7, 37.40931612436834)	(8, 36.714129799533865)	(9, 36.27689018136071)	(12, 36.95526795710433)	(17, 36.54928941432719)	(22, 37.009233036894116)	(27, 37.15482106854247)	(32, 36.75079109133286)	(37, 37.403797144513526)	(42, 36.39697833857911)	(47, 36.80777407717746)	(52, 36.42925899586206)	(57, 35.81969736443715)	(62, 36.1477262432022)	(67, 35.77239993709762)	(72, 35.76635520599357)	(77, 36.439242636548634)	(82, 35.69360625456219)	(87, 35.485461334985686)	(92, 35.61417697632007)	(97, 35.4399458288445)	(102, 35.03885348674004)	(107, 35.91077203285006)	(112, 36.30200043656131)	(117, 36.1465658350878)	(122, 36.008953262122205)	(127, 35.64514043895535)	(132, 35.19718300602971)	(137, 34.59397310688476)	(142, 34.31739180438298)	(147, 33.77254686579495)	(152, 33.38902071788517)	(157, 33.415162290491644)	(162, 32.80931753263061)	(167, 32.94329397240275)	(172, 32.465024632854295)	(177, 32.31968868015313)	(182, 31.696629324245343)	(187, 31.862156002600596)	(192, 31.12394350990595)	(197, 30.476881262366298)	(202, 30.23008095160976)	(207, 29.603412688912517)	(212, 30.04295528532567)	(217, 28.394644378569062)	(222, 28.378378479874762)	(227, 28.37594406382245)	(232, 26.945534517681903)	(237, 25.852505181231617)	(242, 24.369747709813474)	(247, 24.386489131735892)	(250, 21.648630347582603)
ERR4223612_1	(1, 31.78867314802136)	(2, 33.496458989456386)	(3, 30.20908119950705)	(4, 31.802040257428455)	(5, 30.881615774339313)	(6, 35.89795152676982)	(7, 36.90468300698343)	(8, 37.65130220457346)	(9, 37.913528686841026)	(12, 38.371735998904555)	(17, 38.29392687936465)	(22, 36.42424154457073)	(27, 38.11307462686567)	(32, 38.20700369711078)	(37, 38.23078789538546)	(42, 38.023129125017114)	(47, 38.33216322059427)	(52, 37.99127646172806)	(57, 37.884790907846096)	(62, 37.59232808434889)	(67, 37.60621826646583)	(72, 37.775233739559084)	(77, 37.75506887580446)	(82, 37.152071751335065)	(87, 36.9740638093934)	(92, 37.030474051759555)	(97, 36.926918252772836)	(102, 36.45875503217856)	(107, 37.18707763932631)	(112, 37.31572175818157)	(117, 37.232251951252906)	(122, 37.134061618512945)	(127, 37.00731534985623)	(132, 36.69719074353006)	(137, 36.298584691222786)	(142, 36.04861070792825)	(147, 35.854093386279615)	(152, 35.60546296042722)	(157, 35.43854470765439)	(162, 35.12477666712309)	(167, 35.03522059427633)	(172, 34.68490099958921)	(177, 34.71859728878543)	(182, 34.31528412980966)	(187, 34.24359413939477)	(192, 33.96982390798301)	(197, 33.80794632342873)	(202, 33.15422319594687)	(207, 32.940561960838004)	(212, 32.965869368752564)	(217, 32.1230338217171)	(222, 31.936721347391483)	(227, 31.978780227303854)	(232, 30.834826235793507)	(237, 30.22737505134876)	(242, 29.20125756538409)	(247, 28.985431192660553)	(250, 25.44426400109544)
ERR4223612_2	(1, 33.323902505819525)	(2, 33.84489387922771)	(3, 32.81640147884431)	(4, 32.8818923729974)	(5, 32.51944132548268)	(6, 37.84668766260441)	(7, 37.8180090373819)	(8, 36.84918800492948)	(9, 36.34975215664795)	(12, 37.269815144461184)	(17, 37.09491770505272)	(22, 37.3581295358072)	(27, 37.50300424483089)	(32, 37.34907134054498)	(37, 37.78760290291661)	(42, 37.024877995344376)	(47, 37.368040531288514)	(52, 37.05991072162125)	(57, 36.37495330686019)	(62, 36.600666575379975)	(67, 36.297846912227854)	(72, 36.51046090647678)	(77, 36.83032561960838)	(82, 36.159695467616054)	(87, 36.13400520334109)	(92, 36.06273586197453)	(97, 35.963922223743666)	(102, 35.25871669177051)	(107, 36.25275694919897)	(112, 36.549978912775565)	(117, 36.32890702451048)	(122, 36.19691633575243)	(127, 36.00703710803779)	(132, 35.67730138299329)	(137, 35.071269341366566)	(142, 34.68739750787348)	(147, 34.455199233191834)	(152, 33.971100643571134)	(157, 33.87544515952349)	(162, 33.354306449404355)	(167, 33.33669779542653)	(172, 32.86512720799671)	(177, 32.88586882103245)	(182, 32.36597234013419)	(187, 32.12776338491032)	(192, 31.63876982062166)	(197, 31.248789264685747)	(202, 30.369307955634675)	(207, 30.247773791592493)	(212, 30.441036834177737)	(217, 28.80348733397234)	(222, 28.400810078050114)	(227, 28.682431877310695)	(232, 27.185172668766263)	(237, 26.35812789264686)	(242, 25.07546104340682)	(247, 24.352755306038613)	(250, 20.910466931398055)
ERR4223613_1	(1, 31.770139925503273)	(2, 33.4752612268244)	(3, 29.684862097347974)	(4, 31.66331663899778)	(5, 30.934303371883765)	(6, 35.80662100138112)	(7, 36.79360779006989)	(8, 37.20862990192659)	(9, 37.62605153387927)	(12, 38.01187092813995)	(17, 37.86590644661766)	(22, 38.10077649586362)	(27, 37.955454862515865)	(32, 37.88376055021554)	(37, 38.02078933050599)	(42, 37.69269011314016)	(47, 38.04259594592709)	(52, 37.83778462912069)	(57, 37.49745734574016)	(62, 37.32376389838311)	(67, 37.41932450719158)	(72, 37.43732983635831)	(77, 37.54312690950182)	(82, 36.902130271620095)	(87, 36.818197848802335)	(92, 36.81151825448863)	(97, 36.720023437173026)	(102, 36.223344540394244)	(107, 36.94480489948522)	(112, 37.166966420669354)	(117, 37.087482038476026)	(122, 36.953314267379085)	(127, 36.779863562171286)	(132, 36.526179043261116)	(137, 36.167495989174256)	(142, 35.811032770190145)	(147, 35.54526415647103)	(152, 35.25916546923173)	(157, 35.33176211269374)	(162, 34.928591956027404)	(167, 34.962089256567296)	(172, 34.601759462061075)	(177, 34.64157587087233)	(182, 34.278833163599835)	(187, 34.100212887655026)	(192, 33.84198769548416)	(197, 33.68224159819199)	(202, 33.02616983580028)	(207, 32.8574143775896)	(212, 32.90468157531285)	(217, 32.060782076142914)	(222, 31.863643643364348)	(227, 31.905605669563762)	(232, 30.817374757606622)	(237, 30.171358658500857)	(242, 29.155299730751523)	(247, 28.95213069014104)	(250, 25.377782117995004)
ERR4223613_2	(1, 33.20947531423948)	(2, 33.752662490757665)	(3, 32.70357835409662)	(4, 32.7423780360207)	(5, 32.267479527350346)	(6, 37.639360499993025)	(7, 37.56416902665978)	(8, 36.67459438344889)	(9, 36.10004603730417)	(12, 36.916520695860825)	(17, 36.76843682426306)	(22, 37.12832800881684)	(27, 37.21500369693503)	(32, 37.00431299786554)	(37, 37.60091516580405)	(42, 36.76333756504513)	(47, 37.11270043665685)	(52, 36.800579232990614)	(57, 36.075609994280214)	(62, 36.345857340159874)	(67, 36.090224187720594)	(72, 36.19562003878294)	(77, 36.616437270685395)	(82, 35.90603367698553)	(87, 35.94197123366024)	(92, 35.83325065219513)	(97, 35.75101072808694)	(102, 35.065332793906336)	(107, 35.987335556144586)	(112, 36.39717191445432)	(117, 36.16923480420195)	(122, 36.024107364573595)	(127, 35.81401598750017)	(132, 35.55485275038016)	(137, 34.91450342489642)	(142, 34.43268425384691)	(147, 34.07453244234874)	(152, 33.62333003166809)	(157, 33.768137163265024)	(162, 33.03694368103124)	(167, 33.119167980357425)	(172, 32.668747366805704)	(177, 32.74875908539222)	(182, 32.220243579191134)	(187, 32.03551122333673)	(192, 31.493023255813956)	(197, 31.049704105690488)	(202, 30.192822644773372)	(207, 30.116469357291333)	(212, 30.190454374241433)	(217, 28.6786534786066)	(222, 28.334200694744773)	(227, 28.5284624935478)	(232, 27.06509674809224)	(237, 26.177600758917983)	(242, 24.836323712001786)	(247, 24.634468269136867)	(250, 21.75073450426194)
ERR4223614_1	(1, 31.78300608619835)	(2, 33.505186518044894)	(3, 30.202737934453694)	(4, 31.806987588258423)	(5, 30.865712563896533)	(6, 35.884964867590995)	(7, 36.86155608363394)	(8, 37.63752286598396)	(9, 37.883486058160805)	(12, 38.37224069546784)	(17, 38.32603260219172)	(22, 36.44256321269212)	(27, 38.16458849776897)	(32, 38.178242695707176)	(37, 38.22642281982459)	(42, 38.16476245020772)	(47, 38.4091109192553)	(52, 38.0192334980254)	(57, 38.05013890551006)	(62, 37.5334428906023)	(67, 37.63451780554938)	(72, 37.87525729574479)	(77, 37.7486485562375)	(82, 37.03476185184552)	(87, 36.934386165866)	(92, 36.812884875113255)	(97, 36.76190014189732)	(102, 36.42930991742602)	(107, 37.13870591352812)	(112, 37.22212786145351)	(117, 37.251200571008496)	(122, 37.17307113671721)	(127, 37.06411066281435)	(132, 36.60652086574462)	(137, 36.213882857777854)	(142, 35.78244661754398)	(147, 35.62363060537158)	(152, 35.25446079018002)	(157, 35.12025626998102)	(162, 35.18411220146)	(167, 34.94994016378028)	(172, 34.81142187954114)	(177, 34.30872326603183)	(182, 34.08494777152821)	(187, 34.06881507188895)	(192, 33.976107397466365)	(197, 33.7868544099294)	(202, 33.253934658848074)	(207, 32.835399107585516)	(212, 33.158264236746284)	(217, 32.31237370283624)	(222, 32.0588425110697)	(227, 31.946973996888516)	(232, 30.84551570273366)	(237, 30.28876831415725)	(242, 28.803223890038122)	(247, 29.09336672764262)	(250, 25.331049228112768)
ERR4223614_2	(1, 33.42291171593182)	(2, 34.37919922041954)	(3, 32.82339339750055)	(4, 33.46327765715556)	(5, 33.244522848887904)	(6, 37.99322141110902)	(7, 37.83168498794728)	(8, 37.467224710649134)	(9, 37.193753953464515)	(12, 37.504283418528715)	(17, 37.07287196758587)	(22, 37.34384755440822)	(27, 37.63249063990563)	(32, 37.334361376574975)	(37, 37.69606833296292)	(42, 37.0046552578941)	(47, 37.357196587625864)	(52, 36.941092523891754)	(57, 36.40441719521994)	(62, 36.398389978288)	(67, 36.26637931034483)	(72, 36.49824808096695)	(77, 36.82557570991401)	(82, 36.0599353768827)	(87, 36.11841972543723)	(92, 35.854590292855555)	(97, 35.811937753235426)	(102, 35.31154497119313)	(107, 36.3054352657583)	(112, 36.51064657309421)	(117, 36.52183038996119)	(122, 36.35814242729899)	(127, 36.170056246046535)	(132, 35.607320534081005)	(137, 34.96584505838305)	(142, 34.50813216966132)	(147, 34.36029524900415)	(152, 33.50550279520627)	(157, 33.52043535123861)	(162, 33.461027815294145)	(167, 33.34523874651667)	(172, 33.07977151112099)	(177, 32.71008454003042)	(182, 32.273345528524786)	(187, 31.991336570187883)	(192, 31.718763356299043)	(197, 31.21535397397979)	(202, 30.81546766279726)	(207, 30.315212504060316)	(212, 30.792697844186485)	(217, 29.178841912707504)	(222, 28.646280751542918)	(227, 28.776038585813687)	(232, 27.36383199699109)	(237, 26.553884225462877)	(242, 24.85806378541022)	(247, 24.672640743336807)	(250, 21.013390491169883)
ERR4223615_1	(1, 31.76447380877422)	(2, 33.49220306593544)	(3, 29.669387099117824)	(4, 31.678318953275635)	(5, 30.943482960787463)	(6, 35.8082282257159)	(7, 36.774323726324646)	(8, 37.19978116186756)	(9, 37.60636215729486)	(12, 38.02227833832727)	(17, 37.91510533511515)	(22, 38.11876966295846)	(27, 38.01277979467964)	(32, 37.856260333717145)	(37, 38.01541421831415)	(42, 37.85718147933697)	(47, 38.13553521774834)	(52, 37.88560842064476)	(57, 37.69290449278648)	(62, 37.27347413240808)	(67, 37.455458514322444)	(72, 37.53460394481052)	(77, 37.56080375679466)	(82, 36.81705088096659)	(87, 36.82328138312745)	(92, 36.595290797130005)	(97, 36.566071723427356)	(102, 36.23539937959169)	(107, 36.91128337336559)	(112, 37.09940358903343)	(117, 37.12374790023271)	(122, 36.99019543522149)	(127, 36.84714794910803)	(132, 36.450734780952715)	(137, 36.09379261454327)	(142, 35.56802937802856)	(147, 35.322893242657145)	(152, 34.89965677198344)	(157, 35.022328534599104)	(162, 34.99692393723704)	(167, 34.88709141225449)	(172, 34.733492141421394)	(177, 34.26141337730645)	(182, 34.06255292074053)	(187, 33.921633932679754)	(192, 33.87125052562982)	(197, 33.710341532791595)	(202, 33.188376921163226)	(207, 32.80302410521843)	(212, 33.131729547771215)	(217, 32.29815792891944)	(222, 32.04562004504455)	(227, 31.93206771212878)	(232, 30.866911630344088)	(237, 30.282919397556675)	(242, 28.77533865971551)	(247, 29.114117701451068)	(250, 25.27534746607899)
ERR4223615_2	(1, 33.25441143770489)	(2, 34.31337004119177)	(3, 32.71420928763124)	(4, 33.35597522769954)	(5, 33.00759548849999)	(6, 37.7930966916694)	(7, 37.602227569641826)	(8, 37.29217092270875)	(9, 36.95968006481483)	(12, 37.14819832811189)	(17, 36.747026641451114)	(22, 37.147245479583546)	(27, 37.35932252645762)	(32, 36.979884944861155)	(37, 37.51705726558011)	(42, 36.73490952562321)	(47, 37.1119500150809)	(52, 36.69350948995744)	(57, 36.12476547553261)	(62, 36.14635603687225)	(67, 36.04656893070934)	(72, 36.157440166264145)	(77, 36.60747087845677)	(82, 35.77452451141195)	(87, 35.943110011294166)	(92, 35.62426945710971)	(97, 35.599545151326346)	(102, 35.13446656554026)	(107, 36.05009455832785)	(112, 36.376093805383775)	(117, 36.351543425279104)	(122, 36.16848907020213)	(127, 35.98735274109071)	(132, 35.49895930799595)	(137, 34.80884246956851)	(142, 34.26840034609008)	(147, 33.99080219366515)	(152, 33.14991204644476)	(157, 33.389739705911495)	(162, 33.152487467443976)	(167, 33.11932974767567)	(172, 32.88182256498546)	(177, 32.58793748362567)	(182, 32.12850157523827)	(187, 31.895847139142745)	(192, 31.595959200118006)	(197, 31.052998897002976)	(202, 30.699306719035178)	(207, 30.234339533747082)	(212, 30.578435417432637)	(217, 29.03546542731778)	(222, 28.611832229969377)	(227, 28.67105458404243)	(232, 27.295396693650833)	(237, 26.390371562491055)	(242, 24.589746310684102)	(247, 25.05781201496201)	(250, 21.84377401110042)
ERR4223616_1	(1, 31.79919812676795)	(2, 33.507712598451114)	(3, 30.20404974510789)	(4, 31.81096068977776)	(5, 30.86837779772342)	(6, 35.90097063089911)	(7, 36.842761305556714)	(8, 37.606555434369945)	(9, 37.80529447005923)	(12, 38.34974576624539)	(17, 38.234677176897094)	(22, 36.40372978583796)	(27, 38.16485978190979)	(32, 38.06305962697752)	(37, 38.16916584555492)	(42, 38.01406109071438)	(47, 38.283743742908996)	(52, 37.91905030470743)	(57, 37.94319077077705)	(62, 37.56307784139413)	(67, 37.649502395305504)	(72, 37.685853104021874)	(77, 37.70789298701071)	(82, 36.990895864010724)	(87, 36.66494646497675)	(92, 36.84693394311396)	(97, 36.72949133498506)	(102, 36.24871851703926)	(107, 36.96747651327787)	(112, 37.15958506242278)	(117, 37.05763304753524)	(122, 36.948163087058326)	(127, 36.97443047030501)	(132, 36.5892447161733)	(137, 36.14221553141109)	(142, 35.82554143999228)	(147, 35.72839890889061)	(152, 35.22031851089463)	(157, 35.2400234373457)	(162, 34.99214102786367)	(167, 34.8481426781337)	(172, 34.32090861410235)	(177, 34.45966603976887)	(182, 34.18769934362265)	(187, 34.04362945293109)	(192, 33.62866203040271)	(197, 33.522561956447795)	(202, 32.982011178823875)	(207, 32.82321657819141)	(212, 33.013507196889066)	(217, 32.10966571059267)	(222, 31.715369236947616)	(227, 31.617625849548922)	(232, 30.555525661479585)	(237, 29.995226945047325)	(242, 28.97420794719136)	(247, 28.941131005545525)	(250, 25.724134979799555)
ERR4223616_2	(1, 32.18038417057472)	(2, 33.597911267262546)	(3, 32.411450503968766)	(4, 33.47495078815756)	(5, 33.26164680271153)	(6, 37.483864879751934)	(7, 37.90694408174104)	(8, 36.9911473546303)	(9, 36.73499998902746)	(12, 37.52246144798028)	(17, 36.943157853156684)	(22, 37.246992317027406)	(27, 37.5323393674989)	(32, 37.16234355900922)	(37, 37.68178448614498)	(42, 36.898128743007746)	(47, 37.26181753543582)	(52, 36.866574351029115)	(57, 36.298118209369235)	(62, 36.4344147137374)	(67, 36.182675675853616)	(72, 36.283337320022916)	(77, 36.798358946899484)	(82, 36.07710403943092)	(87, 35.81338737675094)	(92, 35.93712910071256)	(97, 35.835774869810805)	(102, 35.141444381291386)	(107, 36.13503641786066)	(112, 36.49325956860362)	(117, 36.239574002102344)	(122, 36.120135708376225)	(127, 36.10558568127404)	(132, 35.587432930348506)	(137, 34.99829618397)	(142, 34.549295892100425)	(147, 34.42358218322825)	(152, 33.635119150813175)	(157, 33.75596851319887)	(162, 33.251417761909046)	(167, 33.26329400043452)	(172, 32.58012477972626)	(177, 32.70395252840242)	(182, 32.34224449891701)	(187, 31.941838514932527)	(192, 31.342883539653663)	(197, 30.996400129037074)	(202, 30.222430944318752)	(207, 30.155089393284367)	(212, 30.4324304395819)	(217, 28.89784696817744)	(222, 28.34013777121376)	(227, 28.397010202267808)	(232, 26.936754717643623)	(237, 26.128869411411006)	(242, 25.07791951861272)	(247, 24.394042788517456)	(250, 21.24533063555147)
ERR4223617_1	(1, 31.759329267192378)	(2, 33.4759302199686)	(3, 29.679006442066513)	(4, 31.65505169893715)	(5, 30.908904307342514)	(6, 35.79471552050815)	(7, 36.722307685367305)	(8, 37.172383925510225)	(9, 37.54391026219391)	(12, 37.99757745818071)	(17, 37.8104259523251)	(22, 38.06979221177617)	(27, 38.00303922983922)	(32, 37.746771297616256)	(37, 37.96931582366422)	(42, 37.71236308353032)	(47, 38.014714347582874)	(52, 37.76248443618384)	(57, 37.580109894075825)	(62, 37.291824710828806)	(67, 37.45479275312629)	(72, 37.35648627677428)	(77, 37.51315074796543)	(82, 36.780653499828574)	(87, 36.53422460616778)	(92, 36.64200651424653)	(97, 36.547520616417344)	(102, 36.04891594637025)	(107, 36.775969467852825)	(112, 37.04509085659635)	(117, 36.957190483064764)	(122, 36.80002030062977)	(127, 36.77529999819551)	(132, 36.44429822978509)	(137, 36.018091019001396)	(142, 35.61156729884332)	(147, 35.43608008372882)	(152, 34.87666871176715)	(157, 35.1370608297093)	(162, 34.81455013804428)	(167, 34.79438665030587)	(172, 34.25187848494144)	(177, 34.41148970532508)	(182, 34.16800981648231)	(187, 33.89593040041865)	(192, 33.48772759261598)	(197, 33.41148880307487)	(202, 32.87281474998647)	(207, 32.7227949004818)	(212, 32.96663884728513)	(217, 32.04524694588303)	(222, 31.65722973094899)	(227, 31.52670344840031)	(232, 30.54967879892452)	(237, 29.954044787700525)	(242, 28.944164696753706)	(247, 28.89385387155566)	(250, 25.67804216215241)
ERR4223617_2	(1, 32.05169893714925)	(2, 33.51604877564646)	(3, 32.30234630167638)	(4, 33.379770647996104)	(5, 33.019263042026815)	(6, 37.34015960806251)	(7, 37.67777035927603)	(8, 36.858915134345054)	(9, 36.53762157821607)	(12, 37.20673123770684)	(17, 36.63998772939712)	(22, 37.051192323655194)	(27, 37.27211370157172)	(32, 36.82737427143295)	(37, 37.49912842629518)	(42, 36.645413862172255)	(47, 37.024190230434705)	(52, 36.61957657397549)	(57, 36.02345038526084)	(62, 36.20206931086129)	(67, 35.972180016962305)	(72, 35.94896782575744)	(77, 36.568551617734634)	(82, 35.78934262049552)	(87, 35.62338632549579)	(92, 35.72433053034267)	(97, 35.627621036865946)	(102, 34.953317574029626)	(107, 35.88079966436292)	(112, 36.34199072486781)	(117, 36.05699243914323)	(122, 35.9192016890124)	(127, 35.89663596008445)	(132, 35.47602315174044)	(137, 34.8351033978743)	(142, 34.26780635905949)	(147, 34.03558204161178)	(152, 33.27770584838588)	(157, 33.60983588068643)	(162, 32.922817005612)	(167, 32.99559340996446)	(172, 32.33760669108757)	(177, 32.53936111662487)	(182, 32.207243715827275)	(187, 31.848442716134038)	(192, 31.15625981197105)	(197, 30.787940974791134)	(202, 30.031938755255606)	(207, 30.02434902647202)	(212, 30.166743508309725)	(217, 28.75593409964451)	(222, 28.246645433711677)	(227, 28.237811050760598)	(232, 26.81358698594294)	(237, 25.93790037353159)	(242, 24.804543280942674)	(247, 24.674180756807477)	(250, 22.134660844145298)
